name,pokedex_number,percentage_male,type1,type2,classification,capture_rate,base_egg_steps,abilities,experience_growth,base_happiness,hp,attack,defense,sp_attack,sp_defense,speed,generation,is_legendary,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water
Marill,183,50.0,water,fairy,Aquamouse ,190,2560,"['Thick Fat', 'Huge Power', 'Sap Sipper']",800000,70,70,20,50,20,50,40,2,0,0.5,0.5,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5
Azumarill,184,50.0,water,fairy,Aquarabbit ,75,2560,"['Thick Fat', 'Huge Power', 'Sap Sipper']",800000,70,100,50,80,60,80,50,2,0,0.5,0.5,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5
Sudowoodo,185,50.0,rock,No Secondary Type,Imitation ,65,5120,"['Sturdy', 'Rock Head', 'Rattled']",1000000,70,70,100,115,30,65,30,2,0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
Politoed,186,50.0,water,No Secondary Type,Frog ,45,5120,"['Water Absorb', 'Damp', 'Drizzle']",1059860,70,90,75,75,90,100,70,2,0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Hoppip,187,50.0,grass,flying,Cottonweed ,255,5120,"['Chlorophyll', 'Leaf Guard', 'Infiltrator']",1059860,70,35,35,40,35,55,50,2,0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5
Skiploom,188,50.0,grass,flying,Cottonweed ,120,5120,"['Chlorophyll', 'Leaf Guard', 'Infiltrator']",1059860,70,55,45,50,45,65,80,2,0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5
Jumpluff,189,50.0,grass,flying,Cottonweed ,45,5120,"['Chlorophyll', 'Leaf Guard', 'Infiltrator']",1059860,70,75,55,70,55,95,110,2,0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5
Aipom,190,50.0,normal,No Secondary Type,Long Tail ,45,5120,"['Run Away', 'Pickup', 'Skill Link']",800000,70,55,70,55,40,55,85,2,0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sunkern,191,50.0,grass,No Secondary Type,Seed ,235,5120,"['Chlorophyll', 'Solar Power', 'Early Bird']",1059860,70,30,30,30,30,30,30,2,0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
Sunflora,192,50.0,grass,No Secondary Type,Sun ,120,5120,"['Chlorophyll', 'Solar Power', 'Early Bird']",1059860,70,75,75,55,105,85,30,2,0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
Yanma,193,50.0,bug,flying,Clear Wing ,75,5120,"['Speed Boost', 'Compoundeyes', 'Frisk']",1000000,70,65,65,45,75,45,95,2,0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0
Wooper,194,50.0,water,ground,Water Fish ,255,5120,"['Damp', 'Water Absorb', 'Unaware']",1000000,70,55,45,45,25,25,15,2,0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0
Quagsire,195,50.0,water,ground,Water Fish ,90,5120,"['Damp', 'Water Absorb', 'Unaware']",1000000,70,95,85,85,65,65,35,2,0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0
Espeon,196,88.1,psychic,No Secondary Type,Sun ,45,8960,"['Synchronize', 'Magic Bounce']",1000000,70,65,65,60,130,95,110,2,0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
Umbreon,197,88.1,dark,No Secondary Type,Moonlight ,45,8960,"['Synchronize', 'Inner Focus']",1000000,35,95,65,110,60,130,65,2,0,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Murkrow,198,50.0,dark,flying,Darkness ,30,5120,"['Insomnia', 'Super Luck', 'Prankster']",1059860,35,60,85,42,85,42,91,2,0,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0
Slowking,199,50.0,water,psychic,Royal ,70,5120,"['Oblivious', 'Own Tempo', 'Regenerator']",1000000,70,95,75,80,100,110,30,2,0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5
Misdreavus,200,50.0,ghost,No Secondary Type,Screech ,45,6400,['Levitate'],800000,35,60,60,60,85,85,85,2,0,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0
Unown,201,50.0,psychic,No Secondary Type,Symbol ,225,10240,['Levitate'],1000000,70,48,72,48,72,48,48,2,0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
Wobbuffet,202,50.0,psychic,No Secondary Type,Patient ,45,5120,"['Shadow Tag', 'Telepathy']",1000000,70,190,33,58,33,58,33,2,0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
Girafarig,203,50.0,normal,psychic,Long Neck ,60,5120,"['Inner Focus', 'Early Bird', 'Sap Sipper']",1000000,70,70,80,65,90,65,85,2,0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
Pineco,204,50.0,bug,No Secondary Type,Bagworm ,190,5120,"['Sturdy', 'Overcoat']",1000000,70,50,65,90,35,35,15,2,0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
Forretress,205,50.0,bug,steel,Bagworm ,75,5120,"['Sturdy', 'Overcoat']",1000000,70,75,90,140,60,60,40,2,0,0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0
Dunsparce,206,50.0,normal,No Secondary Type,Land Snake ,190,5120,"['Serene Grace', 'Run Away', 'Rattled']",1000000,70,100,70,70,65,65,45,2,0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gligar,207,50.0,ground,flying,Flyscorpion ,60,5120,"['Hyper Cutter', 'Sand Veil', 'Immunity']",1059860,70,65,75,105,35,65,85,2,0,0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0
Steelix,208,50.0,steel,ground,Iron Snake ,25,6400,"['Rock Head', 'Sturdy', 'Sheer Force']",1000000,70,75,125,230,55,95,30,2,0,0.5,1.0,0.5,0.0,0.5,2.0,2.0,0.5,1.0,1.0,2.0,1.0,0.5,0.0,0.5,0.25,0.5,2.0
Snubbull,209,24.6,fairy,No Secondary Type,Fairy ,190,5120,"['Intimidate', 'Run Away', 'Rattled']",800000,70,60,80,50,40,40,30,2,0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
Granbull,210,24.6,fairy,No Secondary Type,Fairy ,75,5120,"['Intimidate', 'Quick Feet', 'Rattled']",800000,70,90,120,75,60,60,45,2,0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
Qwilfish,211,50.0,water,poison,Balloon ,45,5120,"['Poison Point', 'Swift Swim', 'Intimidate']",1000000,70,65,95,85,55,55,85,2,0,0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5
Scizor,212,50.0,bug,steel,Pincer ,25,6400,"['Swarm', 'Technician', 'Light Metal']",1000000,70,70,150,140,65,100,75,2,0,0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0
Shuckle,213,50.0,bug,rock,Mold ,190,5120,"['Sturdy', 'Gluttony', 'Contrary']",1059860,70,20,10,230,10,230,5,2,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0
Heracross,214,50.0,bug,fighting,Singlehorn ,45,6400,"['Swarm', 'Guts', 'Moxie']",1250000,70,80,185,115,40,105,75,2,0,0.5,0.5,1.0,1.0,2.0,0.5,2.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0
Sneasel,215,50.0,dark,ice,Sharp Claw ,60,5120,"['Inner Focus', 'Keen Eye', 'Pickpocket']",1059860,35,55,95,55,35,75,115,2,0,2.0,0.5,1.0,1.0,2.0,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,2.0,2.0,1.0
Teddiursa,216,50.0,normal,No Secondary Type,Little Bear ,120,5120,"['Pickup', 'Quick Feet', 'Honey Gather']",1000000,70,60,80,50,50,50,40,2,0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Ursaring,217,50.0,normal,No Secondary Type,Hibernator ,60,5120,"['Guts', 'Quick Feet', 'Unnerve']",1000000,70,90,130,75,75,75,55,2,0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Slugma,218,50.0,fire,No Secondary Type,Lava ,190,5120,"['Magma Armor', 'Flame Body', 'Weak Armor']",1000000,70,40,40,40,70,40,20,2,0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
Magcargo,219,50.0,fire,rock,Lava ,75,5120,"['Magma Armor', 'Flame Body', 'Weak Armor']",1000000,70,60,50,120,90,80,30,2,0,0.5,1.0,1.0,1.0,0.5,2.0,0.25,0.5,1.0,1.0,4.0,0.5,0.5,0.5,1.0,2.0,1.0,4.0
Swinub,220,50.0,ice,ground,Pig ,225,5120,"['Oblivious', 'Snow Cloak', 'Thick Fat']",1250000,70,50,50,40,30,30,50,2,0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0
Piloswine,221,50.0,ice,ground,Swine ,75,5120,"['Oblivious', 'Snow Cloak', 'Thick Fat']",1250000,70,100,100,80,60,60,50,2,0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0
Corsola,222,24.6,water,rock,Coral ,60,5120,"['Hustle', 'Natural Cure', 'Regenerator']",800000,70,65,55,95,65,95,35,2,0,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0
Remoraid,223,50.0,water,No Secondary Type,Jet ,190,5120,"['Hustle', 'Sniper', 'Moody']",1000000,70,35,65,35,65,35,65,2,0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Octillery,224,50.0,water,No Secondary Type,Jet ,75,5120,"['Suction Cups', 'Sniper', 'Moody']",1000000,70,75,105,75,105,75,45,2,0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Delibird,225,50.0,ice,flying,Delivery ,45,5120,"['Vital Spirit', 'Hustle', 'Insomnia']",800000,70,45,55,45,65,45,75,2,0,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0
Mantine,226,50.0,water,flying,Kite ,25,6400,"['Swift Swim', 'Water Absorb', 'Water Veil']",1250000,70,85,40,70,80,140,70,2,0,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5
Skarmory,227,50.0,steel,flying,Armor Bird ,25,6400,"['Keen Eye', 'Sturdy', 'Weak Armor']",1250000,70,65,80,140,40,70,70,2,0,0.25,1.0,0.5,2.0,0.5,1.0,2.0,0.5,1.0,0.25,0.0,1.0,0.5,0.0,0.5,1.0,0.5,1.0
Houndour,228,50.0,dark,fire,Dark ,120,5120,"['Early Bird', 'Flash Fire', 'Unnerve']",1250000,35,45,60,30,80,50,65,2,0,1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0
Houndoom,229,50.0,dark,fire,Dark ,45,5120,"['Early Bird', 'Flash Fire', 'Unnerve']",1250000,35,75,90,90,140,90,115,2,0,1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0
Kingdra,230,50.0,water,dragon,Dragon ,45,5120,"['Swift Swim', 'Sniper', 'Damp']",1000000,70,75,95,95,95,95,85,2,0,1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25
Phanpy,231,50.0,ground,No Secondary Type,Long Nose ,120,5120,"['Pickup', 'Sand Veil']",1000000,70,90,60,60,40,40,40,2,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
Donphan,232,50.0,ground,No Secondary Type,Armor ,60,5120,"['Sturdy', 'Sand Veil']",1000000,70,90,120,120,60,60,50,2,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
Porygon2,233,50.0,normal,No Secondary Type,Virtual ,45,5120,"['Trace', 'Download', 'Analytic']",1000000,70,85,80,90,105,95,60,2,0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Stantler,234,50.0,normal,No Secondary Type,Big Horn ,45,5120,"['Intimidate', 'Frisk', 'Sap Sipper']",1250000,70,73,95,62,85,65,85,2,0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Smeargle,235,50.0,normal,No Secondary Type,Painter ,45,5120,"['Own Tempo', 'Technician', 'Moody']",800000,70,55,20,35,20,45,75,2,0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Tyrogue,236,100.0,fighting,No Secondary Type,Scuffle ,75,6400,"['Guts', 'Steadfast', 'Vital Spirit']",1000000,70,35,35,35,35,35,35,2,0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
Hitmontop,237,100.0,fighting,No Secondary Type,Handstand ,45,6400,"['Intimidate', 'Technician', 'Steadfast']",1000000,70,50,95,95,35,110,70,2,0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
Smoochum,238,0.0,ice,psychic,Kiss ,45,6400,"['Oblivious', 'Forewarn', 'Hydration']",1000000,70,45,30,15,85,65,65,2,0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,1.0
Elekid,239,75.4,electric,No Secondary Type,Electric ,45,6400,"['Static', 'Vital Spirit']",1000000,70,45,63,37,65,55,95,2,0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Magby,240,75.4,fire,No Secondary Type,Live Coal ,45,6400,"['Flame Body', 'Vital Spirit']",1000000,70,45,75,37,70,55,83,2,0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
Miltank,241,0.0,normal,No Secondary Type,Milk Cow ,45,5120,"['Thick Fat', 'Scrappy', 'Sap Sipper']",1250000,70,95,80,105,40,70,100,2,0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Blissey,242,0.0,normal,No Secondary Type,Happiness ,30,10240,"['Natural Cure', 'Serene Grace', 'Healer']",800000,140,255,10,10,75,135,55,2,0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Raikou,243,50.0,electric,No Secondary Type,Thunder ,3,20480,"['Pressure', 'Inner Focus']",1250000,35,90,85,75,115,100,115,2,1,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Entei,244,50.0,fire,No Secondary Type,Volcano ,3,20480,"['Pressure', 'Inner Focus']",1250000,35,115,115,85,90,75,100,2,1,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
Suicune,245,50.0,water,No Secondary Type,Aurora ,3,20480,"['Pressure', 'Inner Focus']",1250000,35,100,75,115,90,115,85,2,1,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Larvitar,246,50.0,rock,ground,Rock Skin ,45,10240,"['Guts', 'Sand Veil']",1250000,35,50,64,50,45,50,41,2,0,1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0
Pupitar,247,50.0,rock,ground,Hard Shell ,45,10240,['Shed Skin'],1250000,35,70,84,70,65,70,51,2,0,1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0
Tyranitar,248,50.0,rock,dark,Armor ,45,10240,"['Sand Stream', 'Unnerve']",1250000,35,100,164,150,95,120,71,2,0,2.0,0.5,1.0,1.0,2.0,4.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,0.5,0.0,1.0,2.0,2.0
Lugia,249,50.0,psychic,flying,Diving ,3,30720,"['Pressure', 'Multiscale']",1250000,0,106,90,130,90,154,110,2,1,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0
Ho-Oh,250,50.0,fire,flying,Rainbow ,3,30720,"['Pressure', 'Regenerator']",1250000,0,106,130,90,110,154,90,2,1,0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0
Celebi,251,50.0,psychic,grass,Time Travel ,45,30720,['Natural Cure'],1059860,100,100,100,100,100,100,100,2,1,4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5
Treecko,252,88.1,grass,No Secondary Type,Wood Gecko ,45,5120,"['Overgrow', 'Unburden']",1059860,70,40,45,35,65,55,70,3,0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
Grovyle,253,88.1,grass,No Secondary Type,Wood Gecko ,45,5120,"['Overgrow', 'Unburden']",1059860,70,50,65,45,85,65,95,3,0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
Sceptile,254,88.1,grass,No Secondary Type,Forest ,45,5120,"['Overgrow', 'Unburden']",1059860,70,70,110,75,145,85,145,3,0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
Torchic,255,88.1,fire,No Secondary Type,Chick ,45,5120,"['Blaze', 'Speed Boost']",1059860,70,45,60,40,70,50,45,3,0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
Combusken,256,88.1,fire,fighting,Young Fowl ,45,5120,"['Blaze', 'Speed Boost']",1059860,70,60,85,60,85,60,55,3,0,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0
Blaziken,257,88.1,fire,fighting,Blaze ,45,5120,"['Blaze', 'Speed Boost']",1059860,70,80,160,80,130,80,100,3,0,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0
Mudkip,258,88.1,water,No Secondary Type,Mud Fish ,45,5120,"['Torrent', 'Damp']",1059860,70,50,70,50,50,50,40,3,0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Marshtomp,259,88.1,water,ground,Mud Fish ,45,5120,"['Torrent', 'Damp']",1059860,70,70,85,70,60,70,50,3,0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0
Swampert,260,88.1,water,ground,Mud Fish ,45,5120,"['Torrent', 'Damp']",1059860,70,100,150,110,95,110,70,3,0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0
Poochyena,261,50.0,dark,No Secondary Type,Bite ,255,3840,"['Run Away', 'Quick Feet', 'Rattled']",1000000,70,35,55,35,30,30,35,3,0,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Mightyena,262,50.0,dark,No Secondary Type,Bite ,127,3840,"['Intimidate', 'Quick Feet', 'Moxie']",1000000,70,70,90,70,60,60,70,3,0,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Zigzagoon,263,50.0,normal,No Secondary Type,Tiny Racoon ,255,3840,"['Pickup', 'Gluttony', 'Quick Feet']",1000000,70,38,30,41,30,41,60,3,0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Linoone,264,50.0,normal,No Secondary Type,Rush ,90,3840,"['Pickup', 'Gluttony', 'Quick Feet']",1000000,70,78,70,61,50,61,100,3,0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Wurmple,265,50.0,bug,No Secondary Type,Worm ,255,3840,"['Shield Dust', 'Run Away']",1000000,70,45,45,35,20,30,20,3,0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
Silcoon,266,50.0,bug,No Secondary Type,Cocoon ,120,3840,['Shed Skin'],1000000,70,50,35,55,25,25,15,3,0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
Beautifly,267,50.0,bug,flying,Butterfly ,45,3840,"['Swarm', 'Rivalry']",1000000,70,60,70,50,100,50,65,3,0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0
Cascoon,268,50.0,bug,No Secondary Type,Cocoon ,120,3840,['Shed Skin'],1000000,70,50,35,55,25,25,15,3,0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
Dustox,269,50.0,bug,poison,Poison Moth ,45,3840,"['Shield Dust', 'Compoundeyes']",1000000,70,60,50,70,50,90,65,3,0,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
Lotad,270,50.0,water,grass,Water Weed ,255,3840,"['Swift Swim', 'Rain Dish', 'Own Tempo']",1059860,70,40,30,30,40,50,30,3,0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25
Lombre,271,50.0,water,grass,Jolly ,120,3840,"['Swift Swim', 'Rain Dish', 'Own Tempo']",1059860,70,60,50,50,60,70,50,3,0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25
Ludicolo,272,50.0,water,grass,Carefree ,45,3840,"['Swift Swim', 'Rain Dish', 'Own Tempo']",1059860,70,80,70,70,90,100,70,3,0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25
Seedot,273,50.0,grass,No Secondary Type,Acorn ,255,3840,"['Chlorophyll', 'Early Bird', 'Pickpocket']",1059860,70,40,40,50,30,30,30,3,0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
Nuzleaf,274,50.0,grass,dark,Wily ,120,3840,"['Chlorophyll', 'Early Bird', 'Pickpocket']",1059860,70,70,70,40,60,40,60,3,0,4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5
Shiftry,275,50.0,grass,dark,Wickid ,45,3840,"['Chlorophyll', 'Early Bird', 'Pickpocket']",1059860,70,90,100,60,90,60,80,3,0,4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5
